Gender,Nationality,Class_Level,Age_Real,School_Type,Main_Administration,Candidacy_type,Degree,Result
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,460,FAIL
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,680,PASS
male,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Bahah,Talented-Candidacy,680,PASS
female,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,680,PASS
male,Saudi,1,11,Private,Eastern,Talented-Candidacy,593,FAIL
female,Saudi,1,11,Private,Madinah,Self-Candidacy,440,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,493,FAIL
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,573,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,587,FAIL
male,Saudi,1,11,Private,Hail,Self-Candidacy,427,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,413,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,493,FAIL
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,680,PASS
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,693,PASS
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,693,PASS
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473,FAIL
male,Saudi,1,11,Private,Riyadh,Talented-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,527,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,640,PASS
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,493,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,473,FAIL
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,593,FAIL
female,Saudi,1,11,Private,Eastern,Talented-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,593,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,707,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,413,FAIL
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,607,PASS
male,Saudi,1,11,Private,Eastern,Self-Candidacy,640,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633,PASS
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Qaseem,Talented-Candidacy,593,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,773,PASS
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,607,PASS
male,Saudi,1,11,Private,Eastern,Self-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,573,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,507,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,667,PASS
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,427,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,680,PASS
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,593,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,693,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,640,PASS
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,640,PASS
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,400,FAIL
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,667,PASS
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,653,PASS
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,473,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,593,FAIL
male,Saudi,1,11,Private,Hudud-Shimaliyyah,Talented-Candidacy,620,PASS
male,Saudi,1,11,Private,Hudud-Shimaliyyah,Self-Candidacy,587,FAIL
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,540,FAIL
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,620,PASS
male,Saudi,1,11,Private,Madinah,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Najran,Talented-Candidacy,493,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520,FAIL
female,Saudi,1,12,Governmental,Mecca,Talented-Candidacy,553,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,607,PASS
male,Saudi,1,11,Private,Tabuk,Self-Candidacy,540,FAIL
male,Saudi,1,11,Private,Jawf,Talented-Candidacy,667,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,520,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,460,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,487,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,460,FAIL
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,493,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,507,FAIL
female,Saudi,1,11,Private,Eastern,Self-Candidacy,593,FAIL
male,Saudi,1,11,Foreign,Riyadh,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Hail,Talented-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,493,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,753,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,553,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,573,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,667,PASS
male,Saudi,1,12,Private,Aseer,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,593,FAIL
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,413,FAIL
female,Saudi,1,11,Foreign,Riyadh,Self-Candidacy,640,PASS
male,Saudi,1,11,Private,Mecca,Self-Candidacy,460,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,620,PASS
male,Saudi,1,11,Private,Tabuk,Talented-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607,PASS
female,Saudi,1,11,Foreign,Mecca,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,473,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,473,FAIL
male,Saudi,1,11,Private,Tabuk,Self-Candidacy,493,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,587,FAIL
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,520,FAIL
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,593,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,587,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,593,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,587,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,733,PASS
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,707,PASS
female,Saudi,1,11,Private,Mecca,Talented-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,640,PASS
female,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,587,FAIL
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,507,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,527,FAIL
female,Saudi,1,11,Private,Madinah,Self-Candidacy,587,FAIL
female,Saudi,1,11,Foreign,Riyadh,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,573,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,473,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,507,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,587,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,667,PASS
male,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,680,PASS
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,573,FAIL
female,Saudi,1,12,Governmental,Bahah,Self-Candidacy,787,PASS
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Private,Eastern,Self-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,587,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,607,PASS
male,Saudi,1,11,Private,Eastern,Self-Candidacy,560,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,693,PASS
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,620,PASS
female,Saudi,1,11,Private,Mecca,Self-Candidacy,593,FAIL
male,Saudi,1,11,Private,Riyadh,Talented-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,707,PASS
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,640,PASS
male,Saudi,1,11,Private,Hudud-Shimaliyyah,Self-Candidacy,620,PASS
male,Saudi,1,11,Private,Madinah,Self-Candidacy,787,PASS
female,Saudi,1,11,Private,Mecca,Self-Candidacy,540,FAIL
female,Saudi,1,11,Private,Riyadh,Talented-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,707,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,560,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,473,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
female,Saudi,1,11,Private,Jawf,Talented-Candidacy,440,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,493,FAIL
male,Saudi,1,11,Private,Madinah,Self-Candidacy,413,FAIL
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,560,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,693,PASS
male,Saudi,1,11,Private,Mecca,Self-Candidacy,493,FAIL
male,Saudi,1,11,Foreign,Mecca,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,693,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633,PASS
male,Saudi,1,11,Private,Mecca,Self-Candidacy,593,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,653,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,387,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,473,FAIL
male,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,693,PASS
female,Saudi,1,11,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,527,FAIL
female,Saudi,1,11,Foreign,Riyadh,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,620,PASS
male,Saudi,1,11,Private,Eastern,Self-Candidacy,693,PASS
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,693,PASS
female,Saudi,1,11,Private,Mecca,Self-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,640,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,587,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,593,FAIL
female,Saudi,1,11,Private,Eastern,Self-Candidacy,493,FAIL
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,553,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,587,FAIL
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587,FAIL
male,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,667,PASS
female,Saudi,1,11,Private,Eastern,Self-Candidacy,553,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,593,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,640,PASS
male,Saudi,1,11,Private,Eastern,Talented-Candidacy,593,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,653,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,487,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,693,PASS
male,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607,PASS
female,Saudi,1,11,Private,Eastern,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,553,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Tabuk,Talented-Candidacy,493,FAIL
male,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,507,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,653,PASS
male,Saudi,1,11,Private,Mecca,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,507,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,707,PASS
female,Saudi,1,11,Private,Jawf,Self-Candidacy,573,FAIL
female,Saudi,1,11,Governmental,Hail,Talented-Candidacy,553,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,680,PASS
male,Saudi,1,11,Private,Madinah,Self-Candidacy,680,PASS
female,Saudi,1,11,Governmental,Qaseem,Self-Candidacy,540,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,587,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,473,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,540,FAIL
female,Saudi,1,11,Private,Madinah,Self-Candidacy,753,PASS
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,593,FAIL
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,593,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,707,PASS
female,Saudi,1,11,Governmental,Hudud-Shimaliyyah,Talented-Candidacy,593,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,667,PASS
female,Saudi,1,11,Private,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,473,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,587,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,440,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,667,PASS
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,520,FAIL
male,Saudi,1,11,Governmental,Jazan,Self-Candidacy,553,FAIL
male,Saudi,1,11,Governmental,Jawf,Talented-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,573,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560,FAIL
male,Saudi,1,11,Private,Mecca,Self-Candidacy,680,PASS
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Madinah,Talented-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,640,PASS
male,Saudi,1,11,Private,Qaseem,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,653,PASS
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,460,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Bahah,Self-Candidacy,487,FAIL
female,Saudi,1,11,Governmental,Aseer,Self-Candidacy,473,FAIL
female,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,473,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,440,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,693,PASS
male,Saudi,1,11,Private,Madinah,Self-Candidacy,507,FAIL
female,Saudi,1,11,Governmental,Najran,Self-Candidacy,387,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,540,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Riyadh,Self-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Jazan,Talented-Candidacy,447,FAIL
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,720,PASS
male,Saudi,1,11,Private,Eastern,Self-Candidacy,593,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,620,PASS
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,633,PASS
female,Saudi,1,12,Governmental,Eastern,Self-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,487,FAIL
female,Saudi,1,11,Private,Mecca,Self-Candidacy,520,FAIL
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,520,FAIL
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,527,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,680,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Najran,Talented-Candidacy,447,FAIL
female,Saudi,1,11,Private,Eastern,Self-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,607,PASS
female,Saudi,1,11,Governmental,Madinah,Self-Candidacy,167,FAIL
male,Saudi,1,11,Private,Riyadh,Self-Candidacy,520,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,640,PASS
female,Saudi,1,11,Governmental,Jazan,Self-Candidacy,493,FAIL
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520,FAIL
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,400,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,440,FAIL
female,Saudi,1,11,Governmental,Eastern,Talented-Candidacy,620,PASS
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,667,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,293,FAIL
male,Saudi,1,11,Private,Tabuk,Self-Candidacy,773,PASS
female,Saudi,1,11,Governmental,Tabuk,Self-Candidacy,593,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,733,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,573,FAIL
female,Saudi,1,11,Private,Eastern,Self-Candidacy,593,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,640,PASS
male,Saudi,1,11,Private,Mecca,Self-Candidacy,633,PASS
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,520,FAIL
male,Saudi,1,11,Private,Eastern,Self-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Riyadh,Talented-Candidacy,640,PASS
female,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,507,FAIL
male,Saudi,1,11,Governmental,Aseer,Self-Candidacy,413,FAIL
female,Saudi,1,11,Private,Riyadh,Self-Candidacy,520,FAIL
female,Saudi,1,11,Private,Jazan,Self-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Mecca,Self-Candidacy,560,FAIL
female,Saudi,1,11,Governmental,Aseer,Talented-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,693,PASS
female,Saudi,2,14,Governmental,Jazan,Self-Candidacy,613,PASS
male,Saudi,1,11,Governmental,Mecca,Talented-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Madinah,Self-Candidacy,607,PASS
male,Saudi,1,11,Private,Jawf,Self-Candidacy,527,FAIL
female,Saudi,1,11,Governmental,Hudud-Shimaliyyah,Self-Candidacy,633,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,707,PASS
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,527,FAIL
male,Saudi,1,11,Governmental,Eastern,Self-Candidacy,553,FAIL
female,Saudi,1,11,Governmental,Eastern,Self-Candidacy,507,FAIL
male,Saudi,1,11,Private,Tabuk,Self-Candidacy,640,PASS
female,Saudi,1,11,Private,Mecca,Talented-Candidacy,560,FAIL
male,Saudi,1,11,Governmental,Bahah,Self-Candidacy,607,PASS
male,Saudi,1,11,Governmental,Mecca,Self-Candidacy,553,FAIL
